company_name,high,low,last_price,prev_close,change,percent_gain
SBI,563.50,546.75,562.45,543.65,18.8,3.46
Adani Ports,815.00,790.50,809.95,786.20,23.75,3.02
Eicher Motors,"3,622.00","3,529.95","3,612.50","3,514.70",97.8,2.78
Nestle,"19,429.05","18,990.00","19,387.85","18,920.15",467.7,2.47
SBI Life Insura,"1,226.00","1,193.15","1,219.05","1,189.80",29.25,2.46
ITC,341.00,333.55,340.30,332.25,8.05,2.42
Bharti Airtel,785.60,768.65,783.15,766.00,17.15,2.24
Adani Enterpris,"3,298.00","3,226.10","3,284.30","3,212.60",71.7,2.23
Tata Motors,406.70,400.70,404.25,396.10,8.15,2.06
Tata Motors,406.70,400.70,404.25,396.10,8.15,2.06
IndusInd Bank,"1,228.65","1,203.10","1,223.25","1,199.65",23.6,1.97
M&M,"1,267.35","1,233.50","1,253.80","1,230.00",23.8,1.93
Larsen,"1,931.20","1,893.10","1,918.10","1,883.20",34.9,1.85
Reliance,"2,463.00","2,420.15","2,451.25","2,408.75",42.5,1.76
Apollo Hospital,"4,377.00","4,258.00","4,366.00","4,290.85",75.15,1.75
Cipla,"1,130.20","1,110.30","1,125.85","1,108.15",17.7,1.6
Coal India,242.15,236.85,241.70,238.00,3.7,1.55
HCL Tech,"1,013.65",999.10,"1,009.20",994.60,14.6,1.47
TATA Cons. Prod,776.00,763.55,774.35,763.15,11.2,1.47
HDFC Life,532.40,523.75,531.25,523.75,7.5,1.43
Hindalco,398.40,391.35,393.45,388.30,5.15,1.33
ICICI Bank,900.70,891.15,896.90,885.20,11.7,1.32
UltraTechCement,"6,444.00","6,290.25","6,346.75","6,271.50",75.25,1.2
Wipro,384.25,378.40,379.30,375.10,4.2,1.12
Tata Steel,101.00,99.80,100.65,99.55,1.1,1.1
Tata Steel,101.00,99.80,100.65,99.55,1.1,1.1
TCS,"3,155.35","3,128.55","3,144.70","3,111.75",32.95,1.06
Maruti Suzuki,"8,888.25","8,752.05","8,807.35","8,723.80",83.55,0.96
Infosys,"1,510.95","1,497.25","1,503.70","1,489.95",13.75,0.92
Asian Paints,"3,250.00","3,212.00","3,225.85","3,197.60",28.25,0.88
JSW Steel,638.50,631.15,636.75,631.45,5.3,0.84
ONGC,129.10,127.60,128.70,127.80,0.9,0.7
Titan Company,"2,664.70","2,623.15","2,641.10","2,625.00",16.1,0.61
UPL,689.05,680.00,682.05,678.05,4,0.59
Dr Reddys Labs,"4,373.65","4,335.20","4,356.55","4,335.20",21.35,0.49
Bajaj Finance,"7,430.00","7,321.00","7,390.40","7,355.20",35.2,0.48
HUL,"2,642.00","2,597.00","2,602.25","2,590.55",11.7,0.45
Bajaj Finserv,"1,736.25","1,712.00","1,726.25","1,719.25",7,0.41
Bajaj Finserv,"1,736.25","1,712.00","1,726.25","1,719.25",7,0.41
Hero Motocorp,"2,596.75","2,534.70","2,562.00","2,553.70",8.3,0.33
Axis Bank,822.90,811.55,816.35,814.15,2.2,0.27
Power Grid Corp,215.00,211.55,212.35,211.85,0.5,0.24
Kotak Mahindra,"1,875.90","1,855.10","1,859.70","1,858.15",1.55,0.08
