company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,942.00,911.00,938.50,906.85,31.65,3.49
Titan Company,"2,669.70","2,610.00","2,661.15","2,603.45",57.7,2.22
Divis Labs,"3,688.00","3,603.00","3,678.00","3,603.00",75,2.08
Tech Mahindra,"1,165.00","1,139.95","1,150.10","1,126.65",23.45,2.08
Axis Bank,805.00,786.80,801.00,784.85,16.15,2.06
Tata Steel,107.95,106.50,107.75,105.70,2.05,1.94
Tata Steel,107.95,106.50,107.75,105.70,2.05,1.94
UPL,758.90,744.05,756.35,742.00,14.35,1.93
Eicher Motors,"3,553.00","3,465.10","3,538.95","3,473.15",65.8,1.89
Infosys,"1,545.90","1,521.15","1,536.20","1,511.65",24.55,1.62
Bajaj Finance,"7,319.90","7,187.85","7,286.90","7,180.90",106,1.48
UltraTechCement,"6,900.00","6,740.00","6,869.60","6,783.65",85.95,1.27
BPCL,345.00,338.20,342.60,338.50,4.1,1.21
Hindalco,432.90,428.65,431.15,426.00,5.15,1.21
Grasim,"1,772.00","1,747.00","1,768.45","1,748.25",20.2,1.16
Wipro,424.40,418.05,422.00,417.15,4.85,1.16
Tata Motors,453.00,447.00,451.00,445.90,5.1,1.14
Tata Motors,453.00,447.00,451.00,445.90,5.1,1.14
TATA Cons. Prod,831.00,820.40,825.50,816.30,9.2,1.13
Reliance,"2,612.00","2,570.55","2,598.05","2,569.30",28.75,1.12
TCS,"3,269.80","3,225.00","3,242.95","3,217.65",25.3,0.79
HCL Tech,963.50,953.50,955.55,948.50,7.05,0.74
Hero Motocorp,"2,869.90","2,841.35","2,857.90","2,838.45",19.45,0.69
ICICI Bank,908.90,902.80,907.20,901.25,5.95,0.66
SBI Life Insura,"1,311.00","1,295.05","1,306.00","1,297.45",8.55,0.66
Larsen,"1,967.00","1,947.90","1,961.90","1,949.75",12.15,0.62
Britannia,"3,697.95","3,640.20","3,671.85","3,649.50",22.35,0.61
Cipla,"1,068.50","1,057.10","1,064.75","1,058.30",6.45,0.61
Bajaj Auto,"3,889.80","3,825.00","3,870.30","3,848.60",21.7,0.56
Apollo Hospital,"4,501.80","4,447.05","4,481.60","4,460.35",21.25,0.48
Power Grid Corp,224.70,222.20,223.95,222.90,1.05,0.47
HDFC Life,584.00,572.80,578.55,575.95,2.6,0.45
Bharti Airtel,771.40,764.50,769.15,765.75,3.4,0.44
SBI,558.60,551.25,554.90,553.35,1.55,0.28
Dr Reddys Labs,"4,300.00","4,244.70","4,261.15","4,255.10",6.05,0.14
ITC,332.40,330.00,330.90,330.50,0.4,0.12
