company_name,high,low,last_price,prev_close,change,percent_gain
Grasim,"1,807.00","1,722.00","1,797.65","1,720.55",77.1,4.48
ONGC,157.50,151.35,157.05,150.80,6.25,4.14
Hindalco,495.25,480.05,493.50,479.10,14.4,3.01
HDFC Life,662.95,646.00,660.30,646.90,13.4,2.07
Shree Cements,"27,266.25","26,572.55","27,046.25","26,528.05",518.2,1.95
Asian Paints,"3,582.00","3,496.55","3,576.30","3,514.65",61.65,1.75
Britannia,"3,742.00","3,682.85","3,737.35","3,675.10",62.25,1.69
Coal India,157.45,154.95,156.95,154.65,2.3,1.49
TATA Cons. Prod,744.65,725.05,736.10,725.45,10.65,1.47
UltraTechCement,"7,580.00","7,439.05","7,557.95","7,458.55",99.4,1.33
Nestle,"19,960.00","19,587.05","19,902.85","19,647.55",255.3,1.3
TCS,"3,864.90","3,796.40","3,853.50","3,807.45",46.05,1.21
IOC,119.20,116.95,118.50,117.25,1.25,1.07
ICICI Bank,802.30,786.25,793.25,785.05,8.2,1.04
HUL,"2,421.90","2,388.00","2,416.15","2,391.40",24.75,1.03
SBI Life Insura,"1,219.25","1,206.00","1,217.40","1,205.60",11.8,0.98
Reliance,"2,458.05","2,411.55","2,436.00","2,416.50",19.5,0.81
Wipro,721.50,707.60,711.50,705.75,5.75,0.81
UPL,790.70,776.55,788.95,782.75,6.2,0.79
HDFC Bank,"1,566.75","1,535.90","1,550.55","1,539.75",10.8,0.7
Tech Mahindra,"1,724.55","1,695.10","1,703.85","1,692.10",11.75,0.69
Kotak Mahindra,"1,925.40","1,883.60","1,904.25","1,891.90",12.35,0.65
Divis Labs,"4,549.80","4,470.50","4,516.70","4,489.15",27.55,0.61
HCL Tech,"1,298.50","1,282.20","1,290.55","1,284.90",5.65,0.44
Tata Motors,495.50,483.75,490.60,488.85,1.75,0.36
NTPC,132.20,129.45,131.35,130.90,0.45,0.34
Maruti Suzuki,"7,944.80","7,835.50","7,906.00","7,882.10",23.9,0.3
Eicher Motors,"2,833.60","2,784.75","2,824.40","2,817.15",7.25,0.26
Hero Motocorp,"2,515.50","2,482.00","2,499.10","2,496.00",3.1,0.12
BPCL,402.90,395.00,396.20,395.80,0.4,0.1
IndusInd Bank,938.45,916.10,922.25,921.70,0.55,0.06
Axis Bank,740.90,725.25,730.60,730.30,0.3,0.04
