company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"3,473.95","3,270.00","3,419.80","3,308.75",111.05,3.36
HUL,"2,334.35","2,250.00","2,325.40","2,261.80",63.6,2.81
Maruti Suzuki,"8,244.00","7,856.05","8,189.60","8,036.35",153.25,1.91
Hero Motocorp,"2,777.00","2,657.25","2,750.10","2,709.45",40.65,1.5
Nestle,"19,062.25","18,610.05","18,974.25","18,734.10",240.15,1.28
HDFC,"2,605.35","2,542.05","2,592.95","2,569.30",23.65,0.92
HDFC Bank,"1,529.80","1,485.60","1,521.60","1,509.00",12.6,0.83
Hindalco,515.80,499.25,506.70,503.40,3.3,0.66
TATA Cons. Prod,742.95,712.00,726.55,723.45,3.1,0.43
Britannia,"3,629.00","3,575.70","3,618.30","3,605.15",13.15,0.36
Power Grid Corp,219.25,213.00,215.10,214.65,0.45,0.21
TCS,"3,851.55","3,771.10","3,833.50","3,826.55",6.95,0.18
SBI Life Insura,"1,263.20","1,201.00","1,240.65","1,238.70",1.95,0.16
Kotak Mahindra,"1,901.00","1,849.55","1,893.75","1,892.60",1.15,0.06
Reliance,"2,502.25","2,452.00","2,477.85","2,477.45",0.4,0.02
