company_name,high,low,last_price,prev_close,change,percent_gain
Sun Pharma,897.00,866.05,894.00,867.65,26.35,3.04
SBI,529.95,512.25,528.20,514.20,14,2.72
Divis Labs,"3,807.95","3,667.05","3,786.45","3,687.00",99.45,2.7
Larsen,"1,819.50","1,750.00","1,796.65","1,751.25",45.4,2.59
Asian Paints,"3,193.00","3,096.00","3,186.05","3,108.50",77.55,2.49
TCS,"3,194.10","3,110.00","3,188.85","3,115.90",72.95,2.34
UltraTechCement,"6,551.00","6,365.90","6,535.35","6,399.65",135.7,2.12
Bajaj Finance,"6,429.40","6,195.00","6,396.35","6,264.45",131.9,2.11
Grasim,"1,561.80","1,512.95","1,546.85","1,514.85",32,2.11
BPCL,325.05,317.55,324.60,318.45,6.15,1.93
Cipla,976.25,951.80,974.05,955.70,18.35,1.92
IndusInd Bank,983.75,955.25,979.80,961.60,18.2,1.89
Shree Cements,"21,130.00","20,539.75","21,023.50","20,652.35",371.15,1.8
Hindalco,389.85,379.15,388.65,381.90,6.75,1.77
Axis Bank,720.55,703.60,718.95,706.45,12.5,1.77
Dr Reddys Labs,"4,300.00","4,163.00","4,286.05","4,212.00",74.05,1.76
HCL Tech,929.35,911.10,928.45,913.50,14.95,1.64
Maruti Suzuki,"8,707.45","8,460.00","8,658.10","8,525.85",132.25,1.55
Adani Ports,762.20,747.05,760.65,749.10,11.55,1.54
HUL,"2,590.50","2,525.00","2,581.95","2,547.10",34.85,1.37
Infosys,"1,473.00","1,445.00","1,471.05","1,451.15",19.9,1.37
TATA Cons. Prod,803.70,787.05,801.60,790.85,10.75,1.36
Britannia,"3,863.90","3,781.15","3,854.55","3,807.15",47.4,1.25
Eicher Motors,"3,063.05","3,013.50","3,057.40","3,023.30",34.1,1.13
Tata Steel,961.55,943.60,959.40,949.50,9.9,1.04
SBI Life Insura,"1,177.50","1,132.20","1,149.35","1,138.20",11.15,0.98
HDFC,"2,316.80","2,282.55","2,313.35","2,292.50",20.85,0.91
JSW Steel,603.80,590.00,602.70,597.75,4.95,0.83
Tech Mahindra,"1,009.95",992.00,"1,007.65",999.35,8.3,0.83
HDFC Bank,"1,406.00","1,384.25","1,404.40","1,393.75",10.65,0.76
Power Grid Corp,211.00,209.40,210.65,209.10,1.55,0.74
Tata Motors,445.00,436.10,444.05,441.15,2.9,0.66
Tata Motors,445.00,436.10,444.05,441.15,2.9,0.66
Coal India,204.70,201.80,203.45,202.30,1.15,0.57
ITC,305.00,300.60,304.15,302.45,1.7,0.56
ICICI Bank,803.80,794.65,800.50,796.30,4.2,0.53
Titan Company,"2,311.00","2,266.55","2,303.55","2,293.20",10.35,0.45
Apollo Hospital,"4,136.95","4,022.00","4,125.60","4,110.20",15.4,0.37
Wipro,407.40,401.95,406.65,405.20,1.45,0.36
ONGC,130.20,127.80,128.60,128.20,0.4,0.31
M&M,"1,150.30","1,126.80","1,138.10","1,136.00",2.1,0.18
Nestle,"18,669.00","18,350.00","18,541.90","18,509.50",32.4,0.18
