company_name,high,low,last_price,prev_close,change,percent_gain
Tata Steel,"1,088.90","1,074.05","1,086.75","1,068.50",18.25,1.71
SBI,475.55,463.20,471.30,463.40,7.9,1.7
Titan Company,"2,133.00","2,096.55","2,128.85","2,100.80",28.05,1.34
Dr Reddys Labs,"4,212.30","4,113.00","4,199.15","4,143.95",55.2,1.33
Bajaj Finance,"6,054.00","5,802.25","5,954.30","5,878.60",75.7,1.29
TCS,"3,413.95","3,346.50","3,404.15","3,362.70",41.45,1.23
BPCL,324.90,319.20,323.90,320.25,3.65,1.14
Maruti Suzuki,"7,921.00","7,720.70","7,892.45","7,809.40",83.05,1.06
Bajaj Finserv,"12,645.00","12,250.00","12,465.00","12,338.70",126.3,1.02
ONGC,166.40,162.10,163.40,161.85,1.55,0.96
Apollo Hospital,"3,645.00","3,557.00","3,636.20","3,609.30",26.9,0.75
HCL Tech,"1,033.80","1,016.00","1,030.20","1,022.90",7.3,0.71
JSW Steel,583.00,572.20,576.15,572.10,4.05,0.71
Hero Motocorp,"2,617.05","2,553.35","2,585.95","2,570.85",15.1,0.59
Wipro,472.00,464.30,470.40,467.65,2.75,0.59
HDFC Bank,"1,381.00","1,357.00","1,367.40","1,362.60",4.8,0.35
M&M,"1,056.95","1,034.25","1,045.00","1,042.55",2.45,0.24
Grasim,"1,355.00","1,307.45","1,328.75","1,326.65",2.1,0.16
SBI Life Insura,"1,159.20","1,129.20","1,136.05","1,134.30",1.75,0.15
TATA Cons. Prod,764.85,739.10,757.15,756.60,0.55,0.07
Coal India,201.95,196.50,197.65,197.55,0.1,0.05
Eicher Motors,"2,674.80","2,619.15","2,649.15","2,647.90",1.25,0.05
