company_name,high,low,last_price,prev_close,change,percent_gain
Grasim,"1,830.90","1,764.70","1,820.15","1,771.25",48.9,2.76
Adani Ports,860.00,839.30,854.55,839.30,15.25,1.82
JSW Steel,775.00,756.00,767.40,756.60,10.8,1.43
Cipla,"1,028.30","1,011.60","1,025.50","1,011.60",13.9,1.37
UPL,824.00,810.15,819.85,809.75,10.1,1.25
Apollo Hospital,"4,686.65","4,575.50","4,662.15","4,606.15",56,1.22
BPCL,390.15,384.80,388.35,384.55,3.8,0.99
Coal India,198.00,193.35,196.40,194.55,1.85,0.95
ICICI Bank,765.45,751.65,759.60,754.30,5.3,0.7
NTPC,154.60,151.85,153.10,152.05,1.05,0.69
HDFC Life,571.70,560.60,567.40,564.80,2.6,0.46
TATA Cons. Prod,824.00,809.50,821.50,817.70,3.8,0.46
UltraTechCement,"6,918.50","6,800.00","6,858.75","6,837.00",21.75,0.32
TCS,"3,712.35","3,656.10","3,696.40","3,685.65",10.75,0.29
ONGC,172.75,169.55,171.20,170.90,0.3,0.18
Maruti Suzuki,"7,616.55","7,485.00","7,565.40","7,557.95",7.45,0.1
Sun Pharma,933.55,918.60,925.40,924.60,0.8,0.09
Britannia,"3,370.00","3,297.05","3,350.65","3,347.90",2.75,0.08
Tech Mahindra,"1,462.35","1,435.65","1,449.20","1,448.75",0.45,0.03
