company_name,high,low,last_price,prev_close,change,percent_gain
ITC,285.00,271.20,284.35,273.50,10.85,3.97
Bajaj Finance,"5,633.95","5,335.05","5,614.40","5,400.50",213.9,3.96
Bajaj Finserv,"11,343.00","10,727.20","11,322.55","10,931.75",390.8,3.57
Cipla,956.05,911.20,949.30,917.20,32.1,3.5
Britannia,"3,600.00","3,412.00","3,584.35","3,466.40",117.95,3.4
BPCL,319.25,305.70,318.35,308.40,9.95,3.23
Asian Paints,"2,780.00","2,685.00","2,773.15","2,695.20",77.95,2.89
HDFC Life,567.30,540.55,565.45,550.00,15.45,2.81
JSW Steel,580.50,556.55,578.85,564.50,14.35,2.54
HUL,"2,293.00","2,203.60","2,282.35","2,230.60",51.75,2.32
Grasim,"1,350.00","1,305.30","1,347.25","1,320.75",26.5,2.01
TATA Cons. Prod,722.95,697.00,719.55,706.35,13.2,1.87
Nestle,"17,829.40","17,331.05","17,795.05","17,470.00",325.05,1.86
HDFC,"2,224.05","2,133.10","2,210.55","2,170.85",39.7,1.83
UPL,646.00,621.95,643.50,632.40,11.1,1.76
SBI Life Insura,"1,105.35","1,075.00","1,099.85","1,081.60",18.25,1.69
Hero Motocorp,"2,770.00","2,683.35","2,763.80","2,719.70",44.1,1.62
IndusInd Bank,810.00,783.00,807.20,794.35,12.85,1.62
UltraTechCement,"5,699.75","5,485.00","5,691.70","5,607.30",84.4,1.51
TCS,"3,333.00","3,252.05","3,315.10","3,267.10",48,1.47
Apollo Hospital,"3,745.00","3,635.20","3,736.15","3,683.50",52.65,1.43
Wipro,423.20,411.40,422.00,416.05,5.95,1.43
M&M,"1,113.35","1,064.00","1,107.35","1,093.15",14.2,1.3
Infosys,"1,485.00","1,442.35","1,479.40","1,461.90",17.5,1.2
Axis Bank,646.60,631.80,643.95,636.80,7.15,1.12
Shree Cements,"19,272.00","18,898.85","19,213.80","19,009.70",204.1,1.07
Tech Mahindra,"1,014.00",989.30,"1,010.70","1,000.00",10.7,1.07
Larsen,"1,576.00","1,534.60","1,572.15","1,558.25",13.9,0.89
Adani Ports,680.00,656.00,677.90,672.05,5.85,0.87
Hindalco,342.90,330.25,341.15,338.65,2.5,0.74
Tata Steel,875.00,859.10,872.85,867.05,5.8,0.67
HDFC Bank,"1,360.00","1,330.05","1,353.75","1,348.00",5.75,0.43
Kotak Mahindra,"1,679.50","1,636.00","1,667.75","1,661.10",6.65,0.4
Titan Company,"1,954.35","1,825.05","1,946.20","1,941.25",4.95,0.25
HCL Tech,981.45,964.20,975.35,973.25,2.1,0.22
Tata Motors,414.60,402.30,412.70,411.80,0.9,0.22
Divis Labs,"3,649.60","3,581.05","3,637.55","3,630.40",7.15,0.2
SBI,468.80,460.55,466.85,465.90,0.95,0.2
