company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"2,640.00","2,551.00","2,635.70","2,521.85",113.85,4.51
M&M,874.80,853.00,872.40,849.00,23.4,2.76
ITC,226.80,224.00,226.30,222.45,3.85,1.73
Bajaj Auto,"3,764.90","3,718.50","3,760.40","3,698.40",62,1.68
IOC,135.00,133.55,134.50,132.55,1.95,1.47
BPCL,420.25,418.10,419.95,414.90,5.05,1.22
Hero Motocorp,"2,677.00","2,650.00","2,673.80","2,641.45",32.35,1.22
Divis Labs,"5,225.00","5,170.10","5,195.00","5,140.15",54.85,1.07
Tata Motors,493.55,488.00,490.10,484.90,5.2,1.07
IndusInd Bank,"1,195.00","1,185.00","1,190.20","1,177.95",12.25,1.04
Larsen,"1,920.85","1,900.00","1,908.05","1,889.50",18.55,0.98
Sun Pharma,797.00,788.50,795.50,787.95,7.55,0.96
Kotak Mahindra,"2,062.00","2,039.00","2,054.80","2,037.55",17.25,0.85
HDFC Bank,"1,597.85","1,590.10","1,593.90","1,581.45",12.45,0.79
Nestle,"18,949.00","18,811.90","18,884.00","18,737.15",146.85,0.78
SBI,535.90,530.75,531.70,527.65,4.05,0.77
HDFC Life,699.90,695.00,696.90,692.30,4.6,0.66
Adani Ports,716.45,713.00,713.90,709.20,4.7,0.66
Coal India,171.40,169.75,170.80,169.75,1.05,0.62
HCL Tech,"1,187.15","1,178.00","1,183.50","1,176.35",7.15,0.61
Titan Company,"2,444.80","2,422.00","2,432.80","2,417.95",14.85,0.61
Reliance,"2,500.00","2,490.00","2,498.00","2,483.60",14.4,0.58
Power Grid Corp,185.85,184.25,185.00,183.95,1.05,0.57
UPL,745.00,738.00,740.70,737.05,3.65,0.5
Tech Mahindra,"1,515.00","1,501.00","1,506.00","1,498.55",7.45,0.5
Bajaj Finserv,"17,750.00","17,500.00","17,591.10","17,509.45",81.65,0.47
HUL,"2,430.00","2,420.00","2,422.65","2,411.35",11.3,0.47
TCS,"3,513.25","3,505.00","3,508.00","3,492.25",15.75,0.45
Infosys,"1,717.00","1,708.50","1,709.95","1,702.50",7.45,0.44
Wipro,657.65,655.00,655.40,652.50,2.9,0.44
Britannia,"3,658.00","3,639.35","3,644.00","3,629.85",14.15,0.39
Bharti Airtel,704.80,699.20,701.75,699.10,2.65,0.38
NTPC,138.30,137.05,137.25,136.75,0.5,0.37
SBI Life Insura,"1,189.95","1,172.55","1,183.00","1,178.80",4.2,0.36
Grasim,"1,800.00","1,785.55","1,791.80","1,785.55",6.25,0.35
Shree Cements,"29,219.70","28,980.55","29,082.75","28,980.55",102.2,0.35
Axis Bank,757.05,751.40,753.15,750.60,2.55,0.34
ONGC,152.85,151.70,152.40,152.00,0.4,0.26
Bajaj Finance,"7,569.00","7,521.05","7,531.95","7,516.25",15.7,0.21
Maruti Suzuki,"7,819.95","7,735.50","7,748.10","7,734.25",13.85,0.18
TATA Cons. Prod,834.60,826.55,828.10,826.90,1.2,0.15
HDFC,"2,909.00","2,898.05","2,899.50","2,895.90",3.6,0.12
UltraTechCement,"7,932.90","7,871.90","7,890.00","7,887.85",2.15,0.03
Dr Reddys Labs,"4,788.65","4,771.35","4,772.10","4,771.65",0.45,0.01
