company_name,high,low,last_price,prev_close,change,percent_gain
Sun Pharma,882.95,864.20,879.90,860.15,19.75,2.3
ONGC,132.60,123.80,127.15,124.45,2.7,2.17
Dr Reddys Labs,"4,608.00","4,503.05","4,575.40","4,501.60",73.8,1.64
Kotak Mahindra,"1,777.00","1,737.05","1,770.05","1,742.05",28,1.61
Maruti Suzuki,"8,587.35","8,450.00","8,567.75","8,440.20",127.55,1.51
Britannia,"3,789.00","3,713.05","3,774.15","3,726.00",48.15,1.29
Reliance,"2,433.95","2,376.95","2,397.15","2,377.55",19.6,0.82
Apollo Hospital,"3,979.30","3,880.05","3,898.05","3,868.30",29.75,0.77
Titan Company,"2,140.00","2,113.00","2,127.45","2,111.40",16.05,0.76
Nestle,"18,440.95","18,132.70","18,363.30","18,249.65",113.65,0.62
TATA Cons. Prod,778.80,759.30,765.85,762.55,3.3,0.43
Tata Steel,911.00,895.00,908.00,904.85,3.15,0.35
IndusInd Bank,829.80,813.70,820.90,819.05,1.85,0.23
Tata Motors,431.25,423.30,428.05,427.10,0.95,0.22
Tata Motors,431.25,423.30,428.05,427.10,0.95,0.22
M&M,"1,151.35","1,131.20","1,142.65","1,140.35",2.3,0.2
Power Grid Corp,219.25,212.85,214.85,214.45,0.4,0.19
HDFC,"2,194.90","2,160.00","2,167.40","2,165.05",2.35,0.11
Bajaj Auto,"3,885.95","3,841.00","3,863.20","3,860.75",2.45,0.06
Hindalco,354.50,346.50,349.10,348.90,0.2,0.06
