company_name,high,low,last_price,prev_close,change,percent_gain
Coal India,169.35,160.00,168.60,159.95,8.65,5.41
Maruti Suzuki,"8,989.80","8,622.00","8,949.45","8,599.45",350,4.07
IndusInd Bank,971.40,940.40,967.15,937.70,29.45,3.14
Bajaj Auto,"3,570.00","3,452.00","3,563.55","3,458.65",104.9,3.03
Hindalco,544.40,532.10,542.30,526.80,15.5,2.94
Shree Cements,"25,599.00","24,677.85","25,466.15","24,764.00",702.15,2.84
HDFC Bank,"1,499.70","1,467.00","1,497.60","1,461.85",35.75,2.45
Adani Ports,735.40,719.05,733.45,717.80,15.65,2.18
Cipla,972.50,950.25,968.25,948.05,20.2,2.13
Hero Motocorp,"2,736.60","2,673.05","2,728.85","2,671.95",56.9,2.13
Tata Motors,503.70,494.70,501.25,492.75,8.5,1.73
Bajaj Finserv,"16,414.90","16,120.00","16,257.80","15,989.15",268.65,1.68
Titan Company,"2,495.00","2,456.05","2,484.80","2,443.65",41.15,1.68
HCL Tech,"1,189.00","1,166.00","1,180.90","1,161.95",18.95,1.63
UPL,772.45,760.00,770.50,758.65,11.85,1.56
Wipro,570.75,563.30,568.95,560.25,8.7,1.55
Bharti Airtel,726.10,702.15,719.35,708.90,10.45,1.47
Tech Mahindra,"1,470.95","1,440.05","1,454.80","1,434.20",20.6,1.44
Eicher Motors,"2,636.90","2,587.35","2,625.65","2,589.15",36.5,1.41
ICICI Bank,804.25,794.20,802.80,792.50,10.3,1.3
Grasim,"1,746.00","1,713.00","1,739.70","1,717.80",21.9,1.27
Britannia,"3,540.70","3,473.45","3,517.35","3,473.45",43.9,1.26
Divis Labs,"4,357.45","4,278.80","4,329.45","4,277.55",51.9,1.21
Reliance,"2,387.20","2,358.00","2,383.50","2,356.05",27.45,1.17
Infosys,"1,743.00","1,725.00","1,737.30","1,717.30",20,1.16
UltraTechCement,"7,547.90","7,421.45","7,504.05","7,421.35",82.7,1.11
Dr Reddys Labs,"4,395.00","4,311.50","4,368.75","4,321.95",46.8,1.08
M&M,845.95,833.15,840.20,832.05,8.15,0.98
Kotak Mahindra,"1,847.80","1,822.65","1,835.00","1,817.80",17.2,0.95
Bajaj Finance,"7,157.90","7,070.00","7,117.35","7,055.00",62.35,0.88
HDFC,"2,442.50","2,402.50","2,435.35","2,414.60",20.75,0.86
SBI,536.50,527.75,535.25,531.35,3.9,0.73
Larsen,"1,899.90","1,875.60","1,888.80","1,875.60",13.2,0.7
Axis Bank,809.50,800.15,803.85,798.55,5.3,0.66
HUL,"2,280.35","2,255.60","2,277.65","2,264.35",13.3,0.59
TCS,"3,777.95","3,746.10","3,760.55","3,743.45",17.1,0.46
JSW Steel,666.60,657.85,663.05,660.10,2.95,0.45
TATA Cons. Prod,709.00,696.55,700.20,697.10,3.1,0.44
Asian Paints,"3,259.00","3,222.75","3,228.35","3,216.35",12,0.37
Nestle,"18,237.15","18,021.45","18,135.05","18,087.15",47.9,0.26
Tata Steel,"1,234.00","1,208.15","1,222.35","1,219.60",2.75,0.23
NTPC,135.60,133.85,135.05,135.00,0.05,0.04
