company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,487.60","1,431.50","1,479.00","1,410.65",68.35,4.85
Tata Motors,520.00,498.20,517.75,497.30,20.45,4.11
BPCL,399.80,387.95,397.05,382.50,14.55,3.8
Wipro,574.40,562.55,572.60,552.15,20.45,3.7
Bajaj Finserv,"15,741.00","15,329.70","15,689.55","15,198.75",490.8,3.23
Infosys,"1,749.50","1,715.35","1,736.20","1,686.20",50,2.97
SBI,540.90,527.05,538.30,523.45,14.85,2.84
Power Grid Corp,216.75,211.20,215.40,210.20,5.2,2.47
Divis Labs,"4,108.95","3,995.85","4,036.10","3,940.70",95.4,2.42
SBI Life Insura,"1,238.40","1,206.05","1,233.25","1,205.55",27.7,2.3
ONGC,174.85,169.55,172.60,168.80,3.8,2.25
Reliance,"2,406.40","2,356.20","2,386.60","2,335.85",50.75,2.17
Dr Reddys Labs,"4,368.60","4,240.05","4,302.80","4,218.60",84.2,2
Hero Motocorp,"2,734.05","2,680.15","2,724.30","2,672.15",52.15,1.95
Bajaj Finance,"7,075.90","6,930.10","7,000.25","6,867.25",133,1.94
Bajaj Auto,"3,585.65","3,487.00","3,564.65","3,497.20",67.45,1.93
Titan Company,"2,380.00","2,336.35","2,360.30","2,315.60",44.7,1.93
Bharti Airtel,735.00,719.55,729.30,715.80,13.5,1.89
M&M,888.85,872.10,885.80,869.65,16.15,1.86
Grasim,"1,737.00","1,702.00","1,727.50","1,697.00",30.5,1.8
HCL Tech,"1,113.95","1,092.85","1,099.40","1,080.45",18.95,1.75
HDFC Bank,"1,491.55","1,466.80","1,485.70","1,463.25",22.45,1.53
UltraTechCement,"7,279.55","7,167.60","7,216.40","7,109.85",106.55,1.5
Cipla,950.00,930.65,945.00,932.25,12.75,1.37
NTPC,143.40,138.55,142.05,140.15,1.9,1.36
Asian Paints,"3,193.45","3,136.40","3,152.25","3,110.85",41.4,1.33
Eicher Motors,"2,681.00","2,632.90","2,645.50","2,610.95",34.55,1.32
TATA Cons. Prod,736.95,722.05,727.30,717.90,9.4,1.31
TCS,"3,758.00","3,721.40","3,736.25","3,690.05",46.2,1.25
ITC,220.75,217.10,220.20,217.60,2.6,1.19
Axis Bank,777.80,762.35,773.05,764.70,8.35,1.09
ICICI Bank,798.70,784.00,788.80,781.15,7.65,0.98
IOC,128.00,124.20,125.20,124.10,1.1,0.89
Adani Ports,723.90,714.55,716.30,710.15,6.15,0.87
Sun Pharma,849.75,820.05,834.50,827.35,7.15,0.86
Nestle,"18,639.90","18,428.00","18,521.55","18,384.40",137.15,0.75
Britannia,"3,636.00","3,510.00","3,535.30","3,509.65",25.65,0.73
Larsen,"1,924.00","1,850.45","1,909.20","1,897.55",11.65,0.61
Shree Cements,"24,550.00","24,210.60","24,267.10","24,124.70",142.4,0.59
Maruti Suzuki,"8,720.00","8,552.80","8,597.30","8,550.95",46.35,0.54
HDFC Life,627.50,615.45,622.45,620.45,2,0.32
HDFC,"2,561.40","2,513.15","2,521.00","2,516.50",4.5,0.18
JSW Steel,639.00,628.00,628.95,628.05,0.9,0.14
Tata Steel,"1,114.60","1,080.50","1,085.55","1,084.65",0.9,0.08
