company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,132.35","1,086.25","1,126.65","1,089.60",37.05,3.4
IndusInd Bank,"1,149.55","1,116.55","1,137.15","1,108.30",28.85,2.6
Adani Ports,925.00,887.00,906.85,885.05,21.8,2.46
Infosys,"1,520.00","1,480.00","1,511.65","1,475.90",35.75,2.42
HCL Tech,953.00,934.30,948.50,931.05,17.45,1.87
Maruti Suzuki,"8,989.00","8,730.00","8,946.00","8,790.65",155.35,1.77
ONGC,134.20,131.95,134.00,131.85,2.15,1.63
SBI,557.00,548.00,553.35,544.65,8.7,1.6
TCS,"3,233.50","3,168.50","3,217.65","3,169.65",48,1.51
Eicher Motors,"3,483.00","3,427.05","3,473.15","3,425.75",47.4,1.38
Hindalco,430.65,423.25,426.00,420.55,5.45,1.3
Wipro,419.45,411.35,417.15,412.80,4.35,1.05
Apollo Hospital,"4,474.90","4,415.00","4,460.35","4,414.80",45.55,1.03
Divis Labs,"3,619.80","3,571.00","3,603.00","3,568.40",34.6,0.97
Tata Motors,449.65,440.60,445.90,442.20,3.7,0.84
Tata Motors,449.65,440.60,445.90,442.20,3.7,0.84
Axis Bank,787.95,780.00,784.85,779.75,5.1,0.65
UPL,756.85,740.10,742.00,737.50,4.5,0.61
Coal India,238.00,233.35,237.60,236.45,1.15,0.49
HUL,"2,647.00","2,583.45","2,588.70","2,577.15",11.55,0.45
ICICI Bank,911.95,897.70,901.25,898.80,2.45,0.27
JSW Steel,701.75,685.10,686.95,685.35,1.6,0.23
Cipla,"1,065.95","1,055.00","1,058.30","1,056.05",2.25,0.21
Shree Cements,"25,550.00","24,232.50","24,505.60","24,458.45",47.15,0.19
ITC,333.30,330.00,330.50,329.90,0.6,0.18
HDFC Bank,"1,509.00","1,494.05","1,498.60","1,497.60",1,0.07
Bajaj Auto,"3,880.00","3,835.00","3,848.60","3,846.60",2,0.05
