company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"7,063.45","6,932.90","7,028.85","6,847.25",181.6,2.65
Infosys,"1,777.60","1,758.00","1,771.60","1,734.20",37.4,2.16
BPCL,392.00,384.45,391.05,384.30,6.75,1.76
Titan Company,"2,364.80","2,325.25","2,357.25","2,323.15",34.1,1.47
Reliance,"2,415.50","2,368.65","2,403.90","2,373.20",30.7,1.29
Wipro,649.90,639.40,644.30,636.40,7.9,1.24
Coal India,150.10,147.55,149.75,148.10,1.65,1.11
ONGC,146.25,144.55,145.35,143.95,1.4,0.97
HCL Tech,"1,167.90","1,149.55","1,159.75","1,148.90",10.85,0.94
M&M,862.25,846.20,853.30,846.20,7.1,0.84
Grasim,"1,739.85","1,701.90","1,717.30","1,704.40",12.9,0.76
Tech Mahindra,"1,667.65","1,642.20","1,652.65","1,641.60",11.05,0.67
UltraTechCement,"7,440.00","7,371.80","7,413.75","7,371.35",42.4,0.58
JSW Steel,666.20,653.50,662.15,658.50,3.65,0.55
NTPC,128.20,126.25,127.40,126.70,0.7,0.55
Britannia,"3,571.65","3,536.65","3,560.60","3,541.60",19,0.54
Shree Cements,"26,500.00","25,936.40","26,366.05","26,251.30",114.75,0.44
TCS,"3,608.45","3,570.00","3,581.60","3,570.35",11.25,0.32
Divis Labs,"4,637.40","4,572.00","4,601.45","4,588.70",12.75,0.28
Nestle,"19,315.35","19,125.40","19,257.15","19,203.10",54.05,0.28
Bajaj Finserv,"16,950.00","16,575.00","16,703.35","16,660.70",42.65,0.26
Tata Motors,496.50,487.40,491.95,491.65,0.3,0.06
IOC,117.15,115.45,115.75,115.70,0.05,0.04
HDFC Bank,"1,517.00","1,494.00","1,500.10","1,500.00",0.1,0.01
